Name,Input List,Start Frame,End Frame,Area AVG,Area STD,RDF Peak,Coordination at Minimum,RG AVG,RG STD,Run 1,Run 2
polymerP114,"[(1, 'E7'), (2, 'S5'), (3, 'E5'), (4, 'S2'), (5, 'S5'), (6, 'E2'), (7, 'S4'), (8, 'S7'), (9, 'E0'), (10, 'E1'), (11, 'E3'), (12, 'E7'), (13, 'E6'), (14, 'S3')]",830,899,10614.32,261.99,1.73,3.82,15.52,0.12,900,-
polymerP115,"[(1, 'S5'), (2, 'S2'), (3, 'E3'), (4, 'E1'), (5, 'E4'), (6, 'E7'), (7, 'E8'), (8, 'E4'), (9, 'E7'), (10, 'S8'), (11, 'S7'), (12, 'E2'), (13, 'E1'), (14, 'E3'), (15, 'E1')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP116,"[(1, 'S7'), (2, 'S3'), (3, 'S4'), (4, 'S7'), (5, 'E0'), (6, 'S4'), (7, 'S0'), (8, 'S0'), (9, 'S4'), (10, 'E3'), (11, 'E7'), (12, 'E0'), (13, 'S9'), (14, 'S4')]",830,899,10981.74,224.05,1.99,4.50,18.54,0.12,900,-
polymerP117,"[(1, 'E5'), (2, 'E7'), (3, 'E6'), (4, 'E1'), (5, 'E3'), (6, 'S8'), (7, 'E0'), (8, 'S8'), (9, 'E3'), (10, 'S9'), (11, 'S6'), (12, 'S2'), (13, 'S2'), (14, 'E9')]",830,899,11873.73,299.47,1.83,4.34,18.19,0.11,900,-
polymerP118,"[(1, 'S8'), (2, 'S3'), (3, 'E4'), (4, 'E6'), (5, 'S1'), (6, 'E7'), (7, 'E8'), (8, 'E2'), (9, 'S4'), (10, 'S3'), (11, 'S2'), (12, 'S5')]",577,646,9976.29,246.24,1.97,4.35,16.17,0.23,-,647
polymerP119,"[(1, 'S7'), (2, 'E7'), (3, 'E8'), (4, 'S8'), (5, 'S1'), (6, 'E4'), (7, 'E5'), (8, 'S2'), (9, 'E3'), (10, 'S6'), (11, 'E4'), (12, 'S4'), (13, 'S6'), (14, 'S6'), (15, 'S7')]",830,899,14789.44,321.38,1.89,4.46,18.46,0.18,900,-
polymerP120,"[(1, 'S0'), (2, 'S0'), (3, 'S5'), (4, 'E5'), (5, 'S9'), (6, 'E8'), (7, 'E5'), (8, 'S6'), (9, 'S3'), (10, 'E0'), (11, 'S0'), (12, 'S9'), (13, 'S7'), (14, 'S2')]",636,705,11409.79,294.10,2.01,5.10,18.07,0.17,-,706
polymerP121,"[(1, 'E8'), (2, 'S6'), (3, 'S5'), (4, 'E5'), (5, 'S7'), (6, 'S0'), (7, 'S1'), (8, 'E6'), (9, 'S9'), (10, 'E8'), (11, 'E2'), (12, 'S6'), (13, 'S9')]",830,899,13806.25,337.82,1.89,4.41,18.70,0.21,900,-
polymerP122,"[(1, 'S4'), (2, 'S4'), (3, 'S7'), (4, 'E2'), (5, 'E1'), (6, 'S8'), (7, 'S9'), (8, 'S9'), (9, 'E9'), (10, 'S0'), (11, 'E8')]",830,899,11342.74,278.85,1.85,4.00,18.37,0.12,900,-
polymerP123,"[(1, 'S9'), (2, 'E7'), (3, 'E3'), (4, 'E7'), (5, 'E1'), (6, 'E6'), (7, 'S5'), (8, 'S2'), (9, 'E8'), (10, 'E2'), (11, 'E0'), (12, 'E8'), (13, 'E6')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP124,"[(1, 'S2'), (2, 'S6'), (3, 'E3'), (4, 'S6'), (5, 'S8'), (6, 'E2'), (7, 'E4'), (8, 'S7'), (9, 'S2'), (10, 'E1'), (11, 'S2'), (12, 'S4')]",830,899,10707.34,265.88,1.19,2.77,16.81,0.19,900,-
polymerP125,"[(1, 'S3'), (2, 'E1'), (3, 'S2'), (4, 'E5'), (5, 'E0'), (6, 'S0'), (7, 'S8'), (8, 'E1'), (9, 'E7'), (10, 'E7'), (11, 'S8'), (12, 'E1'), (13, 'E6'), (14, 'E5'), (15, 'E8')]",830,899,10496.43,349.36,1.80,4.08,16.80,0.15,900,-
polymerP126,"[(1, 'E8'), (2, 'S4'), (3, 'E5'), (4, 'E1'), (5, 'S7'), (6, 'S2'), (7, 'S3'), (8, 'S2'), (9, 'S0'), (10, 'E7'), (11, 'S5'), (12, 'E7'), (13, 'S1'), (14, 'S6'), (15, 'E4')]",830,899,12358.54,322.59,1.91,4.36,16.72,0.12,900,-
polymerP127,"[(1, 'S8'), (2, 'S3'), (3, 'S4'), (4, 'S1'), (5, 'E9'), (6, 'S4'), (7, 'S2'), (8, 'E1'), (9, 'E0'), (10, 'E6'), (11, 'S6'), (12, 'S5'), (13, 'S1'), (14, 'S3')]",830,899,11696.43,258.36,1.89,4.24,17.60,0.12,900,-
polymerP128,"[(1, 'E6'), (2, 'S0'), (3, 'E9'), (4, 'E0'), (5, 'E6'), (6, 'E0'), (7, 'E2'), (8, 'S9'), (9, 'E6'), (10, 'S4'), (11, 'S3'), (12, 'E1'), (13, 'E2'), (14, 'E8')]",nan,nan,nan,nan,nan,nan,nan,nan,900,900
polymerP129,"[(1, 'E2'), (2, 'E7'), (3, 'E7'), (4, 'S7'), (5, 'E3'), (6, 'S3'), (7, 'E4'), (8, 'S5'), (9, 'E9'), (10, 'E2'), (11, 'E0'), (12, 'S5'), (13, 'E3'), (14, 'E8')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP130,"[(1, 'E7'), (2, 'S5'), (3, 'S0'), (4, 'E3'), (5, 'S1'), (6, 'S3'), (7, 'S3'), (8, 'S7'), (9, 'E4'), (10, 'S1'), (11, 'S7'), (12, 'S6'), (13, 'S2')]",830,899,10301.16,229.70,1.62,3.80,16.92,0.11,900,-
polymerP131,"[(1, 'E6'), (2, 'S3'), (3, 'E9'), (4, 'E3'), (5, 'E1'), (6, 'E0'), (7, 'S2'), (8, 'E5'), (9, 'S8'), (10, 'S3'), (11, 'E3'), (12, 'E2'), (13, 'E4')]",830,899,9066.90,310.68,1.81,3.96,15.84,0.16,900,-
polymerP132,"[(1, 'S9'), (2, 'E5'), (3, 'E2'), (4, 'S7'), (5, 'S8'), (6, 'E5'), (7, 'S7'), (8, 'E7'), (9, 'S0'), (10, 'E6'), (11, 'E1'), (12, 'S0'), (13, 'E7'), (14, 'S0'), (15, 'S8')]",830,899,13632.20,331.43,1.85,4.39,17.71,0.09,900,-
polymerP133,"[(1, 'E3'), (2, 'S8'), (3, 'E7'), (4, 'S8'), (5, 'S8'), (6, 'S3'), (7, 'S7'), (8, 'E2'), (9, 'S9'), (10, 'E0'), (11, 'S1'), (12, 'S7'), (13, 'S3'), (14, 'E4')]",830,899,13973.16,215.97,1.45,3.33,18.87,0.09,900,-
polymerP134,"[(1, 'E7'), (2, 'S4'), (3, 'E2'), (4, 'S3'), (5, 'E9'), (6, 'S2'), (7, 'S2'), (8, 'E5'), (9, 'E3'), (10, 'E7'), (11, 'S5'), (12, 'S1'), (13, 'S2'), (14, 'S9'), (15, 'S0')]",830,899,10895.00,394.92,1.91,4.44,17.26,0.19,900,-
polymerP135,"[(1, 'S0'), (2, 'S9'), (3, 'E6'), (4, 'S0'), (5, 'S4'), (6, 'S0'), (7, 'E4'), (8, 'E4'), (9, 'E8'), (10, 'E5'), (11, 'E6'), (12, 'S1'), (13, 'S3'), (14, 'E9'), (15, 'E4')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP136,"[(1, 'E8'), (2, 'E8'), (3, 'S6'), (4, 'E7'), (5, 'E2'), (6, 'E6'), (7, 'S5'), (8, 'E0'), (9, 'E4'), (10, 'E8'), (11, 'S0'), (12, 'E7')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP137,"[(1, 'S8'), (2, 'E6'), (3, 'E6'), (4, 'E1'), (5, 'S8'), (6, 'S8'), (7, 'S5'), (8, 'S3'), (9, 'E0'), (10, 'E6'), (11, 'S1'), (12, 'S0'), (13, 'E6'), (14, 'S8'), (15, 'E4')]",830,899,14117.74,348.40,1.89,4.49,17.83,0.12,900,-
polymerP138,"[(1, 'E0'), (2, 'E9'), (3, 'S9'), (4, 'S1'), (5, 'S9'), (6, 'S6'), (7, 'S1'), (8, 'E9'), (9, 'E6'), (10, 'S9'), (11, 'S5'), (12, 'E1'), (13, 'E3'), (14, 'S6'), (15, 'S6')]",830,899,15129.68,312.63,1.83,3.92,18.59,0.13,900,-
polymerP139,"[(1, 'S6'), (2, 'E0'), (3, 'S1'), (4, 'E0'), (5, 'S2'), (6, 'E7'), (7, 'E7'), (8, 'E8'), (9, 'S0'), (10, 'S4'), (11, 'S2'), (12, 'E3'), (13, 'E0'), (14, 'E3')]",830,899,7290.98,287.01,1.95,4.08,16.32,0.15,900,-
polymerP140,"[(1, 'E5'), (2, 'E8'), (3, 'E0'), (4, 'S2'), (5, 'S6'), (6, 'S6'), (7, 'E5'), (8, 'E5'), (9, 'S4'), (10, 'E2'), (11, 'E3')]",648,717,8875.20,350.38,1.87,4.25,14.96,0.13,-,718
polymerP141,"[(1, 'E9'), (2, 'S2'), (3, 'S6'), (4, 'S3'), (5, 'S6'), (6, 'E7'), (7, 'E9'), (8, 'S3'), (9, 'E6'), (10, 'S6'), (11, 'S6'), (12, 'E4'), (13, 'E5')]",649,718,13505.84,401.59,1.90,4.55,16.65,0.09,-,719
polymerP142,"[(1, 'S1'), (2, 'S3'), (3, 'S2'), (4, 'E4'), (5, 'S1'), (6, 'E8'), (7, 'S1'), (8, 'E3'), (9, 'E0'), (10, 'E7'), (11, 'E3'), (12, 'E4')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP143,"[(1, 'S7'), (2, 'S3'), (3, 'S2'), (4, 'E9'), (5, 'S5'), (6, 'S8'), (7, 'E9'), (8, 'S0'), (9, 'S0'), (10, 'E0'), (11, 'S0'), (12, 'E7'), (13, 'E0')]",823,892,9314.69,321.26,2.00,4.40,17.05,0.13,-,893
polymerP144,"[(1, 'S9'), (2, 'S4'), (3, 'E8'), (4, 'S5'), (5, 'E5'), (6, 'E0'), (7, 'E5'), (8, 'S5'), (9, 'S9'), (10, 'E1'), (11, 'E7')]",830,899,11002.79,290.82,1.92,4.30,18.21,0.12,900,-
polymerP145,"[(1, 'S8'), (2, 'S2'), (3, 'S3'), (4, 'S5'), (5, 'S5'), (6, 'S7'), (7, 'S1'), (8, 'S8'), (9, 'E6'), (10, 'E2'), (11, 'S9'), (12, 'S6'), (13, 'E7')]",830,899,13590.21,321.71,1.86,4.05,18.85,0.12,900,-
polymerP146,"[(1, 'E6'), (2, 'S3'), (3, 'S9'), (4, 'E0'), (5, 'E2'), (6, 'E3'), (7, 'E6'), (8, 'E5'), (9, 'E6'), (10, 'S5'), (11, 'S8'), (12, 'E9'), (13, 'S7'), (14, 'S5')]",830,899,12947.25,291.93,1.86,4.27,17.67,0.16,900,-
polymerP147,"[(1, 'S4'), (2, 'S7'), (3, 'E9'), (4, 'S8'), (5, 'S2'), (6, 'S3'), (7, 'E2'), (8, 'E7'), (9, 'S5'), (10, 'S7'), (11, 'E7'), (12, 'S6')]",830,899,14061.67,311.18,1.91,4.56,17.55,0.11,900,-
polymerP148,"[(1, 'S6'), (2, 'S0'), (3, 'S7'), (4, 'E6'), (5, 'E5'), (6, 'S5'), (7, 'S1'), (8, 'E4'), (9, 'S6'), (10, 'E9'), (11, 'S0')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerP149,"[(1, 'E1'), (2, 'E1'), (3, 'E5'), (4, 'S5'), (5, 'S0'), (6, 'S4'), (7, 'E4'), (8, 'S9'), (9, 'S7'), (10, 'S3'), (11, 'E4')]",830,899,9815.14,245.90,1.73,4.04,16.55,0.14,900,-
polymerP150,"[(1, 'S3'), (2, 'S1'), (3, 'S2'), (4, 'S8'), (5, 'S0'), (6, 'E4'), (7, 'S9'), (8, 'S3'), (9, 'E2'), (10, 'S6'), (11, 'E5'), (12, 'S4'), (13, 'E7')]",830,899,11064.43,323.17,1.75,3.94,17.99,0.17,900,-
polymerP151,"[(1, 'E6'), (2, 'E9'), (3, 'S2'), (4, 'S3'), (5, 'S6'), (6, 'E7'), (7, 'S1'), (8, 'E4'), (9, 'S3'), (10, 'S4'), (11, 'E6')]",nan,nan,nan,nan,nan,nan,nan,nan,900,900
polymerP152,"[(1, 'S6'), (2, 'S6'), (3, 'E3'), (4, 'E1'), (5, 'S7'), (6, 'E0'), (7, 'S5'), (8, 'S0'), (9, 'E8'), (10, 'E9'), (11, 'S5'), (12, 'S3'), (13, 'S1')]",830,899,10932.11,260.34,1.82,4.24,17.80,0.11,900,-
polymerP153,"[(1, 'S8'), (2, 'S6'), (3, 'S2'), (4, 'E8'), (5, 'E1'), (6, 'S7'), (7, 'S0'), (8, 'S9'), (9, 'S4'), (10, 'E8'), (11, 'E7'), (12, 'E8'), (13, 'E7'), (14, 'S4'), (15, 'E3')]",830,899,13610.08,405.35,1.93,4.38,18.47,0.12,900,-
polymerP154,"[(1, 'E7'), (2, 'E5'), (3, 'E2'), (4, 'S9'), (5, 'E5'), (6, 'E7'), (7, 'E3'), (8, 'E0'), (9, 'S8'), (10, 'E4'), (11, 'S0'), (12, 'S5'), (13, 'E3')]",nan,nan,nan,nan,nan,nan,nan,nan,900,900
polymerP155,"[(1, 'S7'), (2, 'E7'), (3, 'E4'), (4, 'S8'), (5, 'E1'), (6, 'S3'), (7, 'S4'), (8, 'S5'), (9, 'E9'), (10, 'E3'), (11, 'E0'), (12, 'E5'), (13, 'S2'), (14, 'E3')]",830,899,12193.96,305.70,1.87,4.61,16.65,0.28,900,-
polymerP156,"[(1, 'S2'), (2, 'E2'), (3, 'E9'), (4, 'E8'), (5, 'E8'), (6, 'S8'), (7, 'S6'), (8, 'S9'), (9, 'E3'), (10, 'S7'), (11, 'S0'), (12, 'S4'), (13, 'E8'), (14, 'E7')]",547,616,13440.57,406.75,1.90,4.03,17.58,0.16,-,617
polymerP157,"[(1, 'S7'), (2, 'E8'), (3, 'S5'), (4, 'E0'), (5, 'S7'), (6, 'E3'), (7, 'E2'), (8, 'E6'), (9, 'E8'), (10, 'S3'), (11, 'S0'), (12, 'S2'), (13, 'E7'), (14, 'S0'), (15, 'S8')]",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,900
polymerJ1,"[(1, 'S1'), (2, 'S5'), (3, 'S4'), (4, 'S3'), (5, 'S8'), (6, 'E6'), (7, 'S8'), (8, 'E1'), (9, 'E0'), (10, 'E8'), (11, 'E8'), (12, 'E2'), (13, 'E0'), (14, 'E1'), (15, 'S6'), (16, 'E6'), (17, 'E6'), (18, 'E6'), (19, 'S1'), (20, 'S0')]",605,674,13522.80,436.71,1.84,4.22,18.09,0.13,675,-
